Ano;Município;UF;Código IBGE;Prestadora;CNPJ;Meio Transporte
2024;Recife;PE;2611606;Net.com Provedor de Internet Ltda;27795792000194;Fibra
2024;Recife;PE;2611606;Sitecnet Informatica Ltda;06346446000159;Fibra
2024;Recife;PE;2611606;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;Recife;PE;2611606;TELEFONICA BRASIL S.A.;02558157000162;Fibra
2024;Recife;PE;2611606;Telecomunicacoes Brasileiras S.A. Telebras;00336701000104;Fibra
2024;Recife;PE;2611606;CLARO S.A.;40432544000147;Rádio
2024;Recife;PE;2611606;TIM S A;02421421000111;Fibra
2024;Recife;PE;2611606;R. P. DE B. ALVES SERVICOS E TELECOMUNICACOES - ME;12758580000160;Fibra
2024;Recife;PE;2611606;TIM S A;02421421000111;Rádio
2024;Recife;PE;2611606;RONALDO JOSE DA SILVA;16947842000195;Fibra
2024;Recife;PE;2611606;R. HENRIQUE DE BARROS ALVES SERVICOS E TELECOMUNICACOES - ME;19022556000107;Fibra
2024;Recife;PE;2611606;FORT LINK INTERNET CORPORATIVA BRASIL LTDA - EPP;25214514000170;Fibra
2024;Riacho das Almas;PE;2611705;CLARO S.A.;40432544000147;Rádio
2024;Riacho das Almas;PE;2611705;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;Ribeirão;PE;2611804;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;Ribeirão;PE;2611804;ACT INTERNET LTDA;02948795000190;Fibra
2024;Ribeirão;PE;2611804;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;Ribeirão;PE;2611804;Telecomunicacoes Brasileiras S.A. Telebras;00336701000104;Fibra
2024;Ribeirão;PE;2611804;CLARO S.A.;40432544000147;Rádio
2024;Ribeirão;PE;2611804;TIM S A;02421421000111;Rádio
2024;Ribeirão;PE;2611804;Db3 Servicos de Telecomunicacoes S.A.;41644220000135;Fibra
2024;Rio Formoso;PE;2611903;TELEFONICA BRASIL S.A.;02558157000162;Fibra
2024;Rio Formoso;PE;2611903;ACT INTERNET LTDA;02948795000190;Fibra
2024;Rio Formoso;PE;2611903;CLARO S.A.;40432544000147;Rádio
2024;Rio Formoso;PE;2611903;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;Rio Formoso;PE;2611903;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;Rio Formoso;PE;2611903;Db3 Servicos de Telecomunicacoes S.A.;41644220000135;Fibra
2024;Rio Formoso;PE;2611903;TIM S A;02421421000111;Rádio
2024;Rio Formoso;PE;2611903;TIM S A;02421421000111;Fibra
2024;Rio Formoso;PE;2611903;WORLDNET TELECOM COMERCIO E SERVICOS DE TELECOMUNICACOES LTDA - EPP;05773360000140;Fibra
2024;Sairé;PE;2612000;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;Salgadinho;PE;2612109;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;Salgadinho;PE;2612109;TIM S A;02421421000111;Rádio
2024;Salgadinho;PE;2612109;CLARO S.A.;40432544000147;Rádio
2024;Salgueiro;PE;2612208;Db3 Servicos de Telecomunicacoes S.A.;41644220000135;Fibra
2024;Salgueiro;PE;2612208;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;Salgueiro;PE;2612208;TIM S A;02421421000111;Rádio
2024;Salgueiro;PE;2612208;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;Salgueiro;PE;2612208;TIM S A;02421421000111;Fibra
2024;Salgueiro;PE;2612208;TELEFONICA BRASIL S.A.;02558157000162;Fibra
2024;Salgueiro;PE;2612208;CLARO S.A.;40432544000147;Rádio
2024;Salgueiro;PE;2612208;CLARO S.A.;40432544000147;Fibra
2024;Salgueiro;PE;2612208;LUCIANA ALVES RIBEIRO DOS SANTOS - ME;17165912000116;Rádio
2024;Salgueiro;PE;2612208;LUCIANA ALVES RIBEIRO DOS SANTOS - ME;17165912000116;Fibra
2024;Saloá;PE;2612307;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;Sanharó;PE;2612406;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;Sanharó;PE;2612406;RANIEL DE PAIVA SILVA PROVEDOR DE INTERNET;31859189000104;Fibra
2024;Sanharó;PE;2612406;CLARO S.A.;40432544000147;Rádio
2024;Sanharó;PE;2612406;TESSI - TECNOLOGIA EM SEGURANCA E SISTEMAS DE INFORMACAO LTDA - ME.;07159053000107;Fibra
2024;Santa Cruz;PE;2612455;CLARO S.A.;40432544000147;Fibra
2024;Santa Cruz;PE;2612455;TIM S A;02421421000111;Rádio
2024;Santa Cruz;PE;2612455;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;Santa Cruz da Baixa Verde;PE;2612471;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;Santa Cruz do Capibaribe;PE;2612505;TIM S A;02421421000111;Rádio
2024;Santa Cruz do Capibaribe;PE;2612505;INFOR TELECOM LTDA;14988601000169;Fibra
2024;Santa Cruz do Capibaribe;PE;2612505;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;Santa Cruz do Capibaribe;PE;2612505;CLARO S.A.;40432544000147;Rádio
2024;Santa Cruz do Capibaribe;PE;2612505;Db3 Servicos de Telecomunicacoes S.A.;41644220000135;Fibra
2024;Santa Cruz do Capibaribe;PE;2612505;CLARO S.A.;40432544000147;Fibra
2024;Santa Filomena;PE;2612554;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;Santa Filomena;PE;2612554;TIM S A;02421421000111;Rádio
2024;Santa Maria da Boa Vista;PE;2612604;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;Santa Maria da Boa Vista;PE;2612604;TELEFONICA BRASIL S.A.;02558157000162;Fibra
2024;Santa Maria da Boa Vista;PE;2612604;CLARO S.A.;40432544000147;Fibra
2024;Santa Maria da Boa Vista;PE;2612604;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;Santa Maria da Boa Vista;PE;2612604;CLARO S.A.;40432544000147;Rádio
2024;Santa Maria da Boa Vista;PE;2612604;TIM S A;02421421000111;Rádio
2024;Santa Maria da Boa Vista;PE;2612604;TIM S A;02421421000111;Fibra
2024;Santa Maria do Cambucá;PE;2612703;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;Santa Maria do Cambucá;PE;2612703;Rede Infor Telecom Ltda;42667174000152;Rádio
2024;Santa Terezinha;PE;2612802;CLARO S.A.;40432544000147;Rádio
2024;Santa Terezinha;PE;2612802;TIM S A;02421421000111;Rádio
2024;Santa Terezinha;PE;2612802;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;Santa Terezinha;PE;2612802;Reciclanet Servicos e Telecomunicacoes Ltda;11695174000132;Fibra
2024;São Benedito do Sul;PE;2612901;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;São Benedito do Sul;PE;2612901;CLARO S.A.;40432544000147;Rádio
2024;São Benedito do Sul;PE;2612901;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;São Bento do Una;PE;2613008;CLARO S.A.;40432544000147;Rádio
2024;São Bento do Una;PE;2613008;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;São Bento do Una;PE;2613008;TESSI - TECNOLOGIA EM SEGURANCA E SISTEMAS DE INFORMACAO LTDA - ME.;07159053000107;Rádio
2024;São Bento do Una;PE;2613008;TIM S A;02421421000111;Rádio
2024;São Caitano;PE;2613107;CLARO S.A.;40432544000147;Fibra
2024;São Caitano;PE;2613107;CLARO S.A.;40432544000147;Rádio
2024;São Caitano;PE;2613107;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;São Caitano;PE;2613107;TIM S A;02421421000111;Rádio
2024;São Caitano;PE;2613107;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;São João;PE;2613206;YAN MORAIS DE SOUSA;31679676000187;Fibra
2024;São João;PE;2613206;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;São João;PE;2613206;TIM S A;02421421000111;Rádio
2024;São João;PE;2613206;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;São João;PE;2613206;CLARO S.A.;40432544000147;Rádio
2024;São João;PE;2613206;ERIK LUCAS BARBOSA FARIAS;09446800000105;Fibra
2024;São João;PE;2613206;YAN MORAIS DE SOUSA;31679676000187;Rádio
2024;São Joaquim do Monte;PE;2613305;CLARO S.A.;40432544000147;Rádio
2024;São Joaquim do Monte;PE;2613305;TIM S A;02421421000111;Rádio
2024;São Joaquim do Monte;PE;2613305;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;São José da Coroa Grande;PE;2613404;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;São José da Coroa Grande;PE;2613404;CLARO S.A.;40432544000147;Rádio
2024;São José da Coroa Grande;PE;2613404;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;São José da Coroa Grande;PE;2613404;TIM S A;02421421000111;Rádio
2024;São José da Coroa Grande;PE;2613404;LAIKOS SOLUCOES EM TELECOMUNICACOES LTDA;24937152000183;Fibra
2024;São José do Belmonte;PE;2613503;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;São José do Belmonte;PE;2613503;TIM S A;02421421000111;Fibra
2024;São José do Belmonte;PE;2613503;CLARO S.A.;40432544000147;Rádio
2024;São José do Belmonte;PE;2613503;TIM S A;02421421000111;Rádio
2024;São José do Belmonte;PE;2613503;CLARO S.A.;40432544000147;Fibra
2024;São José do Egito;PE;2613602;Provedor Net Mais Eireli;22844283000190;Fibra
2024;São José do Egito;PE;2613602;TIM S A;02421421000111;Fibra
2024;São José do Egito;PE;2613602;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;São José do Egito;PE;2613602;CLARO S.A.;40432544000147;Rádio
2024;São José do Egito;PE;2613602;TIM S A;02421421000111;Rádio
2024;São Lourenço da Mata;PE;2613701;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;São Lourenço da Mata;PE;2613701;Db3 Servicos de Telecomunicacoes S.A.;41644220000135;Fibra
2024;São Lourenço da Mata;PE;2613701;CLARO S.A.;40432544000147;Rádio
2024;São Lourenço da Mata;PE;2613701;CLARO S.A.;40432544000147;Fibra
2024;São Lourenço da Mata;PE;2613701;TIM S A;02421421000111;Rádio
2024;São Lourenço da Mata;PE;2613701;TELEFONICA BRASIL S.A.;02558157000162;Fibra
2024;São Lourenço da Mata;PE;2613701;Telecomunicacoes Brasileiras S.A. Telebras;00336701000104;Fibra
2024;São Vicente Ferrer;PE;2613800;CLARO S.A.;40432544000147;Rádio
2024;São Vicente Ferrer;PE;2613800;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;Serra Talhada;PE;2613909;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;Serra Talhada;PE;2613909;CLARO S.A.;40432544000147;Rádio
2024;Serra Talhada;PE;2613909;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;Serra Talhada;PE;2613909;TIM S A;02421421000111;Rádio
2024;Serra Talhada;PE;2613909;TIM S A;02421421000111;Fibra
2024;Serra Talhada;PE;2613909;TELEFONICA BRASIL S.A.;02558157000162;Fibra
2024;Serra Talhada;PE;2613909;CLARO S.A.;40432544000147;Fibra
2024;Serrita;PE;2614006;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;Serrita;PE;2614006;LUCIANA ALVES RIBEIRO DOS SANTOS - ME;17165912000116;Fibra
2024;Serrita;PE;2614006;SERTÃO VIRTUAL II LTDA - ME;19131099000199;Fibra
2024;Sertânia;PE;2614105;CLARO S.A.;40432544000147;Rádio
2024;Sertânia;PE;2614105;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;Sertânia;PE;2614105;TIM S A;02421421000111;Rádio
2024;Sertânia;PE;2614105;Provedor Net Mais Eireli;22844283000190;Fibra
2024;Sertânia;PE;2614105;CLARO S.A.;40432544000147;Fibra
2024;Sertânia;PE;2614105;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;Sertânia;PE;2614105;TIM S A;02421421000111;Fibra
2024;Sirinhaém;PE;2614204;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;Sirinhaém;PE;2614204;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;Sirinhaém;PE;2614204;TIM S A;02421421000111;Fibra
2024;Sirinhaém;PE;2614204;CLARO S.A.;40432544000147;Rádio
2024;Sirinhaém;PE;2614204;TIM S A;02421421000111;Rádio
2024;Moreilândia;PE;2614303;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;Moreilândia;PE;2614303;CLARO S.A.;40432544000147;Rádio
2024;Moreilândia;PE;2614303;TIM S A;02421421000111;Rádio
2024;Moreilândia;PE;2614303;SERTÃO VIRTUAL II LTDA - ME;19131099000199;Fibra
2024;Moreilândia;PE;2614303;CLARO S.A.;40432544000147;Fibra
2024;Solidão;PE;2614402;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;Solidão;PE;2614402;Reciclanet Servicos e Telecomunicacoes Ltda;11695174000132;Fibra
2024;Solidão;PE;2614402;TIM S A;02421421000111;Rádio
2024;Surubim;PE;2614501;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;Surubim;PE;2614501;Db3 Servicos de Telecomunicacoes S.A.;41644220000135;Fibra
2024;Surubim;PE;2614501;NET.COM PROVEDOR EIRELI;23444810000132;Fibra
2024;Surubim;PE;2614501;TIM S A;02421421000111;Rádio
2024;Surubim;PE;2614501;CLARO S.A.;40432544000147;Fibra
2024;Surubim;PE;2614501;TIM S A;02421421000111;Fibra
2024;Surubim;PE;2614501;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;Surubim;PE;2614501;CLARO S.A.;40432544000147;Rádio
2024;Tabira;PE;2614600;TIM S A;02421421000111;Rádio
2024;Tabira;PE;2614600;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;Tabira;PE;2614600;Reciclanet Servicos e Telecomunicacoes Ltda;11695174000132;Fibra
2024;Tabira;PE;2614600;TIM S A;02421421000111;Fibra
2024;Tabira;PE;2614600;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;Tabira;PE;2614600;CLARO S.A.;40432544000147;Rádio
2024;Tacaimbó;PE;2614709;CLARO S.A.;40432544000147;Fibra
2024;Tacaimbó;PE;2614709;CLARO S.A.;40432544000147;Rádio
2024;Tacaratu;PE;2614808;CLARO S.A.;40432544000147;Rádio
2024;Tacaratu;PE;2614808;TIM S A;02421421000111;Rádio
2024;Tacaratu;PE;2614808;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;Tacaratu;PE;2614808;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;Tamandaré;PE;2614857;TIM S A;02421421000111;Rádio
2024;Tamandaré;PE;2614857;TIM S A;02421421000111;Fibra
2024;Tamandaré;PE;2614857;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;Tamandaré;PE;2614857;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;Tamandaré;PE;2614857;CLARO S.A.;40432544000147;Fibra
2024;Tamandaré;PE;2614857;WORLDNET TELECOM COMERCIO E SERVICOS DE TELECOMUNICACOES LTDA - EPP;05773360000140;Fibra
2024;Tamandaré;PE;2614857;CLARO S.A.;40432544000147;Rádio
2024;Tamandaré;PE;2614857;Db3 Servicos de Telecomunicacoes S.A.;41644220000135;Fibra
2024;Taquaritinga do Norte;PE;2615003;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;Taquaritinga do Norte;PE;2615003;TIM S A;02421421000111;Rádio
2024;Taquaritinga do Norte;PE;2615003;CLARO S.A.;40432544000147;Fibra
2024;Taquaritinga do Norte;PE;2615003;Rede Infor Telecom Ltda;42667174000152;Rádio
2024;Taquaritinga do Norte;PE;2615003;INFOR TELECOM LTDA;14988601000169;Fibra
2024;Taquaritinga do Norte;PE;2615003;CLARO S.A.;40432544000147;Rádio
2024;Terezinha;PE;2615102;CLARO S.A.;40432544000147;Rádio
2024;Terezinha;PE;2615102;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;Terra Nova;PE;2615201;Db3 Servicos de Telecomunicacoes S.A.;41644220000135;Fibra
2024;Terra Nova;PE;2615201;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;Terra Nova;PE;2615201;LUCIANA ALVES RIBEIRO DOS SANTOS - ME;17165912000116;Rádio
2024;Terra Nova;PE;2615201;CLARO S.A.;40432544000147;Rádio
2024;Timbaúba;PE;2615300;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;Timbaúba;PE;2615300;TIM S A;02421421000111;Rádio
2024;Timbaúba;PE;2615300;CLARO S.A.;40432544000147;Rádio
2024;Timbaúba;PE;2615300;UBANNETWORK SERVIÇOS DE COMUNICAÇÃO LTDA. - ME;10885451000107;Rádio
2024;Timbaúba;PE;2615300;UBANNETWORK SERVIÇOS DE COMUNICAÇÃO LTDA. - ME;10885451000107;Fibra
2024;Toritama;PE;2615409;CLARO S.A.;40432544000147;Rádio
2024;Toritama;PE;2615409;Db3 Servicos de Telecomunicacoes S.A.;41644220000135;Fibra
2024;Toritama;PE;2615409;TIM S A;02421421000111;Fibra
2024;Toritama;PE;2615409;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;Toritama;PE;2615409;TIM S A;02421421000111;Rádio
2024;Toritama;PE;2615409;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;Tracunhaém;PE;2615508;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;Tracunhaém;PE;2615508;CLARO S.A.;40432544000147;Rádio
2024;Tracunhaém;PE;2615508;TIM S A;02421421000111;Rádio
2024;Trindade;PE;2615607;CLARO S.A.;40432544000147;Rádio
2024;Trindade;PE;2615607;Db3 Servicos de Telecomunicacoes S.A.;41644220000135;Fibra
2024;Trindade;PE;2615607;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;Trindade;PE;2615607;TIM S A;02421421000111;Rádio
2024;Trindade;PE;2615607;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;Triunfo;PE;2615706;TIM S A;02421421000111;Rádio
2024;Triunfo;PE;2615706;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;Triunfo;PE;2615706;CLARO S.A.;40432544000147;Rádio
2024;Tupanatinga;PE;2615805;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;Tupanatinga;PE;2615805;D. Z. DA ROCHA;15448629000176;Fibra
2024;Tupanatinga;PE;2615805;TIM S A;02421421000111;Rádio
2024;Tupanatinga;PE;2615805;D. Z. DA ROCHA;15448629000176;Rádio
2024;Tuparetama;PE;2615904;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;Venturosa;PE;2616001;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;Venturosa;PE;2616001;CLARO S.A.;40432544000147;Rádio
2024;Venturosa;PE;2616001;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;Venturosa;PE;2616001;TESSI - TECNOLOGIA EM SEGURANCA E SISTEMAS DE INFORMACAO LTDA - ME.;07159053000107;Rádio
2024;Venturosa;PE;2616001;TIM S A;02421421000111;Rádio
2024;Verdejante;PE;2616100;TIM S A;02421421000111;Rádio
2024;Verdejante;PE;2616100;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;Vertente do Lério;PE;2616183;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;Vertente do Lério;PE;2616183;TIM S A;02421421000111;Rádio
2024;Vertentes;PE;2616209;Rede Infor Telecom Ltda;42667174000152;Rádio
2024;Vertentes;PE;2616209;TIM S A;02421421000111;Rádio
2024;Vertentes;PE;2616209;TELEFONICA BRASIL S.A.;02558157000162;Fibra
2024;Vertentes;PE;2616209;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;Vertentes;PE;2616209;Db3 Servicos de Telecomunicacoes S.A.;41644220000135;Fibra
2024;Vertentes;PE;2616209;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;Vicência;PE;2616308;CLARO S.A.;40432544000147;Rádio
2024;Vicência;PE;2616308;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;Vicência;PE;2616308;TELEFONICA BRASIL S.A.;02558157000162;Fibra
2024;Vicência;PE;2616308;TIM S A;02421421000111;Rádio
2024;Vitória de Santo Antão;PE;2616407;TIM S A;02421421000111;Rádio
2024;Vitória de Santo Antão;PE;2616407;PEDRO ADRIANO SOUTO MAIOR VELOSO EIRELI;10531608000104;Fibra
2024;Vitória de Santo Antão;PE;2616407;TIM S A;02421421000111;Fibra
2024;Vitória de Santo Antão;PE;2616407;CLARO S.A.;40432544000147;Rádio
2024;Vitória de Santo Antão;PE;2616407;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;Vitória de Santo Antão;PE;2616407;TELEFONICA BRASIL S.A.;02558157000162;Fibra
2024;Vitória de Santo Antão;PE;2616407;Net.com Provedor de Internet Ltda;27795792000194;Fibra
2024;Vitória de Santo Antão;PE;2616407;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;Vitória de Santo Antão;PE;2616407;G.M.B. PIMENTEL;28696919000180;Fibra
2024;Vitória de Santo Antão;PE;2616407;CLARO S.A.;40432544000147;Fibra
2024;Xexéu;PE;2616506;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;Xexéu;PE;2616506;TIM S A;02421421000111;Rádio
2024;Xexéu;PE;2616506;CLARO S.A.;40432544000147;Rádio
2024;Água Branca;AL;2700102;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;Água Branca;AL;2700102;TIM S A;02421421000111;Rádio
2024;Água Branca;AL;2700102;CLARO S.A.;40432544000147;Rádio
2024;Água Branca;AL;2700102;TIM S A;02421421000111;Fibra
2024;Anadia;AL;2700201;TIM S A;02421421000111;Rádio
2024;Arapiraca;AL;2700300;CLARO S.A.;40432544000147;Fibra
2024;Arapiraca;AL;2700300;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;Arapiraca;AL;2700300;TELEFONICA BRASIL S.A.;02558157000162;Fibra
2024;Arapiraca;AL;2700300;CLAUDEMON SILVEIRA - ME;02691904000136;Fibra
2024;Arapiraca;AL;2700300;TIM S A;02421421000111;Fibra
2024;Arapiraca;AL;2700300;TIM S A;02421421000111;Rádio
2024;Arapiraca;AL;2700300;OOPS TELECOM LTDA;16992716000152;Fibra
2024;Arapiraca;AL;2700300;CLARO S.A.;40432544000147;Rádio
2024;Arapiraca;AL;2700300;PROVEDORA CMA INTERNET LTDA;05232786000196;Fibra
2024;Arapiraca;AL;2700300;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;Atalaia;AL;2700409;TIM S A;02421421000111;Rádio
2024;Atalaia;AL;2700409;CLARO S.A.;40432544000147;Rádio
2024;Atalaia;AL;2700409;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;Barra de Santo Antônio;AL;2700508;CLARO S.A.;40432544000147;Rádio
2024;Barra de Santo Antônio;AL;2700508;TIM S A;02421421000111;Rádio
2024;Barra de Santo Antônio;AL;2700508;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;Barra de São Miguel;AL;2700607;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;Barra de São Miguel;AL;2700607;PROVEDORA CMA INTERNET LTDA;05232786000196;Fibra
2024;Barra de São Miguel;AL;2700607;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;Barra de São Miguel;AL;2700607;TIM S A;02421421000111;Rádio
2024;Barra de São Miguel;AL;2700607;CLARO S.A.;40432544000147;Rádio
2024;Batalha;AL;2700706;CLARO S.A.;40432544000147;Rádio
2024;Batalha;AL;2700706;TIM S A;02421421000111;Rádio
2024;Batalha;AL;2700706;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;Belém;AL;2700805;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;Belém;AL;2700805;CLARO S.A.;40432544000147;Rádio
2024;Belo Monte;AL;2700904;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;Belo Monte;AL;2700904;TIM S A;02421421000111;Rádio
2024;Boca da Mata;AL;2701001;TIM S A;02421421000111;Rádio
2024;Boca da Mata;AL;2701001;CLARO S.A.;40432544000147;Rádio
2024;Branquinha;AL;2701100;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;Branquinha;AL;2701100;TIM S A;02421421000111;Rádio
2024;Cacimbinhas;AL;2701209;MALTA E CARVALHO LTDA - EPP;03138022000100;Rádio
2024;Cacimbinhas;AL;2701209;CLARO S.A.;40432544000147;Rádio
2024;Cacimbinhas;AL;2701209;MALTA E CARVALHO LTDA - EPP;03138022000100;Fibra
2024;Cajueiro;AL;2701308;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;Cajueiro;AL;2701308;TIM S A;02421421000111;Rádio
2024;Campestre;AL;2701357;CLARO S.A.;40432544000147;Rádio
2024;Campo Alegre;AL;2701407;TIM S A;02421421000111;Fibra
2024;Campo Alegre;AL;2701407;A DO NASCIMENTO SANTOS INFORMATICA - ME;11725863000142;Fibra
2024;Campo Alegre;AL;2701407;CLARO S.A.;40432544000147;Rádio
2024;Campo Alegre;AL;2701407;TIM S A;02421421000111;Rádio
2024;Campo Alegre;AL;2701407;CLAUDEMON SILVEIRA - ME;02691904000136;Fibra
2024;Campo Grande;AL;2701506;TIM S A;02421421000111;Rádio
2024;Campo Grande;AL;2701506;PROVEDORA CMA INTERNET LTDA;05232786000196;Fibra
2024;Campo Grande;AL;2701506;TIM S A;02421421000111;Fibra
2024;Canapi;AL;2701605;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;Canapi;AL;2701605;R E COMERCIO E SERVICOS DE INTERNET LTDA;18207805000176;Fibra
2024;Canapi;AL;2701605;MALTA E CARVALHO LTDA - EPP;03138022000100;Fibra
2024;Canapi;AL;2701605;MALTA E CARVALHO LTDA - EPP;03138022000100;Rádio
2024;Canapi;AL;2701605;Elves Santos de Morais;07483865000103;Fibra
2024;Capela;AL;2701704;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;Capela;AL;2701704;TIM S A;02421421000111;Rádio
2024;Capela;AL;2701704;CLARO S.A.;40432544000147;Rádio
2024;Carneiros;AL;2701803;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;Carneiros;AL;2701803;TIM S A;02421421000111;Rádio
2024;Carneiros;AL;2701803;MALTA E CARVALHO LTDA - EPP;03138022000100;Fibra
2024;Carneiros;AL;2701803;Thiago Feitosa dos Santos;45857306000105;Rádio
2024;Carneiros;AL;2701803;SANDRO RICARDO LEITE - ME;08893031000120;Fibra
2024;Chã Preta;AL;2701902;CLARO S.A.;40432544000147;Rádio
2024;Chã Preta;AL;2701902;TELEFONICA BRASIL S.A.;02558157000162;Rádio
